city name,name,slug,average_rating,total_rating,servescuisine,phone,pricerange,address_locality,country_short,country,region,address,postal_code,city,state,state_short,latitude,longitude,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,main_image,logo
tucson,Oregano’s,167176,4.4,4,"Pizza,Italian,Salads",+1 (520) 327-8954,$$,Tucson,US,United States Of America,AZ,4900 East Speedway Boulevard,85711,tucson,Arizona,AZ,32.2358619,-110.8879356,11:00-19:30,11:00-19:30,11:00-19:30,11:00-19:30,11:00-21:30,11:00-21:30,11:00-19:30,tucson/images/167176/Oregano’s_main.jpg,tucson/images/167176/Oregano’s_logo.jpg
tucson,Seis Kitchen,199235,4.8,5,"Sandwich,Pickup,Takeout,Mexican,Lunch,Breakfast",+1 (520) 612-7630,$$,Tucson,US,United States Of America,AZ,1765 East River Road,85718,tucson,Arizona,AZ,32.2887436,-110.9458446,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-21:00,12:00-21:00,12:00-20:30,tucson/images/199235/SeisKitchen_main.jpg,tucson/images/199235/SeisKitchen_logo.jpg
tucson,Filibertos Mexican Food,674307,4.6,4,"Sandwich,Pickup,Takeout,Mexican,Lunch,Breakfast",+1 (520) 888-1793,$$,Tucson,US,United States Of America,AZ,635 East Wetmore Road,85705,tucson,Arizona,AZ,32.2870108,-110.9624457,06:00-23:29,06:00-23:29,06:00-23:29,06:00-23:29,06:00-23:29,06:00-23:29,06:00-23:29,tucson/images/674307/FilibertosMexicanFood_main.jpg,tucson/images/674307/FilibertosMexicanFood_logo.jpg
tucson,Sauce Pizza & Wine,540546,4.7,5,"Italian,Soup,Salads,Pickup,Catering,Takeout,Pizza",+1 (520) 795-0344,$$,Tucson,US,United States Of America,AZ,2990 North Campbell Avenue,85719,tucson,Arizona,AZ,32.2608684,-110.9433418,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-21:30,11:00-21:30,11:00-20:30,tucson/images/540546/SaucePizza&Wine_main.jpg,tucson/images/540546/SaucePizza&Wine_logo.jpg
tucson,Taco Bell,1196348,4.4,8,"Mexican,Tex-Mex,Fast Food,Tacos,Lunch",+1 (520) 321-1141,$$,Tucson,US,United States Of America,AZ,1818 East Speedway Boulevard,85719,tucson,Arizona,AZ,32.2356006,-110.9446272,09:00-02:30,09:00-02:30,09:00-02:30,09:00-03:30,09:00-03:30,09:00-03:30,09:00-02:30,tucson/images/1196348/TacoBell_main.jpg,tucson/images/1196348/TacoBell_logo.jpg
tucson,Popeyes,189512,4.4,1,"Chicken Tenders,Dinner,Beverages,Iced Teas,Sandwiches,Spicy Chicken,Southern,Biscuits & Gravy,Fries,Seafood,Shrimp,Sandwich,Family Meals,Desserts,Dessert,Pie,Chicken,Fried Chicken",+1 (520) 886-1600,$,Tucson,US,United States Of America,AZ,7111 East 22nd Street,85710,tucson,Arizona,AZ,32.2069243,-110.8396281,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-21:00,tucson/images/189512/Popeyes_main.jpg,tucson/images/189512/Popeyes_logo.jpg
tucson,The Buffalo Spot,518950,4.4,4,"Chicken,Chicken Wings,Family Meals,Dinner,Barbecue,Pickup,Takeout",+1 (520) 398-4621,$$,Tucson,US,United States Of America,AZ,760 North Tyndall Avenue,85719,tucson,Arizona,AZ,32.2313572,-110.9576904,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-00:00,10:30-00:00,10:30-21:30,tucson/images/518950/TheBuffaloSpot_main.jpg,tucson/images/518950/TheBuffaloSpot_logo.jpg
tucson,Bruegger's Bagels,1149139,4.7,1,"Bagels,Family Meals,Breakfast,Lunch,Sandwiches",+1 (520) 325-4567,$$,Tucson,US,United States Of America,AZ,1064 North Campbell Avenue,85719,tucson,Arizona,AZ,32.2352686,-110.9435617,05:30-14:30,05:30-14:30,05:30-14:30,05:30-14:30,05:30-14:30,05:30-15:30,05:30-14:30,tucson/images/1149139/Bruegger_sBagels_main.jpg,tucson/images/1149139/Bruegger_sBagels_logo.jpg
tucson,Brothers Noodles,170434,4.5,4,"Chinese,Noodles,Asian,Pickup,Takeout",+1 (520) 393-3774,$,Tucson,US,United States Of America,AZ,5605 East Speedway Boulevard,85712,tucson,Arizona,AZ,32.2365859,-110.872496,11:00-19:30,11:00-19:30,11:00-19:30,11:00-19:30,11:00-20:00,11:00-20:00,11:00-20:00,tucson/images/170434/BrothersNoodles_main.jpg,tucson/images/170434/BrothersNoodles_logo.jpg
tucson,Black Bear Diner,386327,4.5,4,"Breakfast,Pickup,burger,Burgers,Dinner,Family Meals,American,Lunch,Dinners",+1 (520) 790-8881,$$$,Tucson,US,United States Of America,AZ,6095 East Broadway Boulevard,85711,tucson,Arizona,AZ,32.2219387,-110.8625098,06:00-21:30,06:00-21:30,06:00-21:30,06:00-21:30,06:00-21:30,06:00-21:30,06:00-21:30,tucson/images/386327/BlackBearDiner_main.jpg,tucson/images/386327/BlackBearDiner_logo.jpg
tucson,Sarku Japan,1163899,4.6,7,"Japanese,Asian Food,Dinner,Asian,Chicken,Fast Food",+1 (520) 849-8334,$$,Tucson,US,United States Of America,AZ,5870 East Broadway Boulevard,85711,tucson,Arizona,AZ,32.2194581,-110.865417,11:00-18:30,11:00-18:30,11:00-18:30,11:00-18:30,11:00-19:30,11:00-19:30,11:00-17:30,tucson/images/1163899/SarkuJapan_main.jpg,tucson/images/1163899/SarkuJapan_logo.jpg
tucson,BJ's Restaurant & Brewhouse,210689,4.3,4,"Burgers,Catering,American (New),Pizza,Family Meals,Dessert,Pickup,Takeout",+1 (520) 512-0330,$$,Tucson,US,United States Of America,AZ,5510 East Broadway Boulevard,85711,tucson,Arizona,AZ,32.2211797,-110.8746682,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-22:30,11:00-22:30,11:00-21:30,tucson/images/210689/BJ_sRestaurant&Brewhouse_main.jpg,tucson/images/210689/BJ_sRestaurant&Brewhouse_logo.jpg
tucson,The Mandarin Grill,168380,4.6,2,"Asian,Pickup,Takeout,Chinese",+1 (520) 882-8028,$$,Tucson,US,United States Of America,AZ,505 East Grant Road,85705,tucson,Arizona,AZ,32.250648,-110.9630189,,,,,15:00-21:00,15:00-20:00,15:00-20:00,tucson/images/168380/TheMandarinGrill_main.jpg,tucson/images/168380/TheMandarinGrill_logo.jpg
tucson,North Italia,736036,4.7,2,"Family Meals,Pizza,Pickup,Italian,Takeout",+1 (520) 299-1600,$$,Tucson,US,United States Of America,AZ,2995 East Skyline Drive,85718,tucson,Arizona,AZ,32.3250229,-110.928498,11:00-16:00,11:01-16:00,11:01-16:00,11:01-16:00,11:01-16:00,,,tucson/images/736036/NorthItalia_main.jpg,tucson/images/736036/NorthItalia_logo.jpg
tucson,Freddy's Frozen Custard & Steakburgers,926158,4.4,2,"Burgers,Fast Food,Ice Cream,American,Frozen Yogurt,American (New),Hot Dogs,Sandwich",+1 (520) 298-9337,$$,Tucson,US,United States Of America,AZ,7120 East Broadway Boulevard,85710,tucson,Arizona,AZ,32.2206154,-110.8398361,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-22:30,10:30-22:30,10:30-21:30,tucson/images/926158/Freddy_sFrozenCustard&Steakburgers_main.jpg,tucson/images/926158/Freddy_sFrozenCustard&Steakburgers_logo.jpg
tucson,Filiberto's,869986,4.4,2,"Mexican,Lunch,Sandwich,Tex-Mex,Tacos",+1 (520) 741-2068,$$,Tucson,US,United States Of America,AZ,5010 South Campbell Avenue,85706,tucson,Arizona,AZ,32.1611845,-110.9438411,05:30-02:59,05:30-02:59,05:30-02:59,05:30-02:59,05:30-02:59,06:30-02:59,06:30-02:59,tucson/images/869986/Filiberto_s_main.jpg,tucson/images/869986/Filiberto_s_logo.jpg
tucson,Dickey's Barbecue Pit,293412,4.4,2,"Healthy,Chicken,Wings,BBQ,Family Meals,Takeout,Pickup,American,Barbeque,Dinner,Sandwich,Lunch,Catering,Sandwiches",+1 (520) 638-8030,$$,Tucson,US,United States Of America,AZ,7077 North Thornydale Road,85741,tucson,Arizona,AZ,32.335456,-111.0474845,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,tucson/images/293412/Dickey_sBarbecuePit_main.jpg,tucson/images/293412/Dickey_sBarbecuePit_logo.jpg
tucson,Miss Saigon,167163,4.6,3,"Vietnamese,Bar and Grill,Dinner,Asian,Pickup,Takeout",+1 (520) 884-4779,$$,Tucson,US,United States Of America,AZ,47 North 6th Avenue,85701,tucson,Arizona,AZ,32.222685,-110.96876,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,12:00-19:00,tucson/images/167163/MissSaigon_main.jpg,tucson/images/167163/MissSaigon_logo.jpg
tucson,Famous Sam's,171117,4.5,4,"American (Traditional),sports bars",+1 (520) 296-1245,$$,Tucson,US,United States Of America,AZ,7129 East Golf Links Road,85730,tucson,Arizona,AZ,32.1932992,-110.8389227,10:00-23:29,10:00-23:29,10:00-23:29,10:00-23:29,10:00-00:30,10:00-00:30,10:00-23:29,tucson/images/171117/FamousSam_s_main.jpg,tucson/images/171117/FamousSam_s_logo.jpg
tucson,Great Wall China,776190,4.6,2,"Asian,Pickup,Takeout,Chinese",+1 (520) 514-8888,$,Tucson,US,United States Of America,AZ,2445 South Craycroft Road,85711,tucson,Arizona,AZ,32.1943212,-110.8747509,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-21:30,11:00-21:30,11:00-20:30,tucson/images/776190/GreatWallChina_main.jpg,tucson/images/776190/GreatWallChina_logo.jpg
tucson,JA Ramen Curry,892641,4.8,1,Ramen,+1 (520) 800-9569,$$,Tucson,US,United States Of America,AZ,2643 North Campbell Avenue,85719,tucson,Arizona,AZ,32.2551903,-110.9442836,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,tucson/images/892641/JARamenCurry_main.jpg,tucson/images/892641/JARamenCurry_logo.jpg
tucson,Five Guys,272505,4.7,3,"Burgers,Hot Dogs,Dinner,Fast Food",+1 (520) 323-0590,$,Tucson,US,United States Of America,AZ,2802 North Campbell Avenue,85719,tucson,Arizona,AZ,32.2579705,-110.9434339,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,tucson/images/272505/FiveGuys_main.jpg,tucson/images/272505/FiveGuys_logo.jpg
tucson,El Guero Canelo,167175,4.4,1,"Sandwich,Pickup,Takeout,Mexican,Lunch,Breakfast",+1 (520) 790-6000,$$,Tucson,US,United States Of America,AZ,5802 East 22nd Street,85711,tucson,Arizona,AZ,32.2064819,-110.8682148,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-22:00,10:00-22:00,10:00-19:00,tucson/images/167175/ElGueroCanelo_main.jpg,tucson/images/167175/ElGueroCanelo_logo.jpg
tucson,Panda Express,670453,4.6,2,"Asian Food,Family Meals,Fast Food,Asian,Chinese",+1 (520) 290-6909,$$,Tucson,US,United States Of America,AZ,7111 East Tanque Verde Road,85715,tucson,Arizona,AZ,32.2513649,-110.840196,10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,10:30-21:00,10:30-21:00,10:30-20:00,tucson/images/670453/PandaExpress_main.jpg,tucson/images/670453/PandaExpress_logo.jpg
tucson,Outback Steakhouse,258527,4.5,2,"American (New),Burgers,Seafood,Dessert,Steakhouses,Salads,Bar and Grill",+1 (520) 323-8892,$$$,Tucson,US,United States Of America,AZ,4871 East Grant Road,85712,tucson,Arizona,AZ,32.2514869,-110.8886806,11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30,11:30-21:30,11:30-21:30,11:30-20:30,tucson/images/258527/OutbackSteakhouse_main.jpg,tucson/images/258527/OutbackSteakhouse_logo.jpg
tucson,Lucky Wishbone,1309059,4.7,4,"Barbeque,Fast Food,Chicken Wings",+1 (520) 505-4101,$$,Tucson,US,United States Of America,AZ,3780 West Ina Road,85741,tucson,Arizona,AZ,32.3389611,-111.0462791,10:30-19:15,10:30-19:15,10:30-19:15,10:30-19:15,10:30-19:15,10:30-19:15,10:30-19:15,tucson/images/1309059/LuckyWishbone_main.jpg,tucson/images/1309059/LuckyWishbone_logo.jpg
tucson,Noodleholics,633488,4.8,1,Noodles,+1 (520) 771-6641,$$,Tucson,US,United States Of America,AZ,3502 East Grant Road,85716,tucson,Arizona,AZ,32.250267,-110.918092,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,tucson/images/633488/Noodleholics_main.jpg,tucson/images/633488/Noodleholics_logo.jpg
tucson,Choice Greens,170494,4.8,1,"Vegetarian,Sandwiches,Salads",+1 (520) 319-2467,$$,Tucson,US,United States Of America,AZ,2829 East Speedway Boulevard,85716,tucson,Arizona,AZ,32.236452,-110.930454,11:00-19:15,11:00-19:15,11:00-19:15,11:00-19:15,11:00-19:15,11:00-19:15,11:00-19:15,tucson/images/170494/ChoiceGreens_main.jpg,tucson/images/170494/ChoiceGreens_logo.jpg
tucson,Truland Burgers & Greens,170459,4.7,1,"Salads,Burgers,Soup",+1 (520) 395-2975,$$,Tucson,US,United States Of America,AZ,7332 North Oracle Road,85704,tucson,Arizona,AZ,32.3395773,-110.9766581,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-21:00,11:00-21:00,11:00-20:00,tucson/images/170459/TrulandBurgers&Greens_main.jpg,tucson/images/170459/TrulandBurgers&Greens_logo.jpg
tucson,Nashville Hot Chicken Shack,1193585,4,3,"Chicken,Chicken Wings",+1 (907) 303-5933,$$,Tucson,US,United States Of America,AZ,3761 East Broadway Boulevard,85716,tucson,Arizona,AZ,32.2219401,-110.9129426,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-21:30,11:00-21:30,11:00-20:30,tucson/images/1193585/NashvilleHotChickenShack_main.jpg,tucson/images/1193585/NashvilleHotChickenShack_logo.jpg
tucson,The 81 Hong Kong Cafe,1124177,4.8,8,"Chinese,Asian Fusion",+1 (520) 800-8081,$$,Tucson,US,United States Of America,AZ,625 East Wetmore Road,85705,tucson,Arizona,AZ,32.288159,-110.9618705,10:00-21:00,,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,tucson/images/1124177/The81HongKongCafe_main.jpg,tucson/images/1124177/The81HongKongCafe_logo.jpg
tucson,Frankie's South Philadelphia Cheesesteak,171124,4.7,3,"American (Traditional),Sandwiches,Chicken,Salads,Cheesesteaks",+1 (520) 795-2665,$,Tucson,US,United States Of America,AZ,2574 North Campbell Avenue,85719,tucson,Arizona,AZ,32.2537665,-110.9436652,11:00-19:30,11:00-19:30,11:00-19:30,11:00-19:30,11:00-19:30,11:00-19:30,,tucson/images/171124/Frankie_sSouthPhiladelphiaCheesesteak_main.jpg,tucson/images/171124/Frankie_sSouthPhiladelphiaCheesesteak_logo.jpg
tucson,Coco's Bakery Restaurant,167139,4.5,3,"American (New),American,Sandwich,Burgers,Sweets,Dessert,Family Meals,Breakfast,Takeout,Pickup",+1 (520) 742-2840,$$,Tucson,US,United States Of America,AZ,7250 North Oracle Road,85704,tucson,Arizona,AZ,32.3383714,-110.9766655,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,07:00-19:30,07:00-19:30,08:00-18:30,tucson/images/167139/Coco_sBakeryRestaurant_main.jpg,tucson/images/167139/Coco_sBakeryRestaurant_logo.jpg
tucson,KFC,1130290,4,7,"Fried Chicken,Chicken,Chicken Wings,Barbeque,Family Meals,Lunch,Sandwich,Chicken Tenders,Fast Food",+1 (520) 276-2732,$$,Tucson,US,United States Of America,AZ,2985 South Kino Parkway,85713,tucson,Arizona,AZ,32.18759881,-110.9442422,10:00-20:30,10:00-20:30,10:00-20:30,10:00-20:30,10:00-20:30,10:00-21:30,10:00-21:30,tucson/images/1130290/KFC_main.jpg,tucson/images/1130290/KFC_logo.jpg
tucson,Eegee's,167164,4.5,2,"Sandwiches,Juice Bar,Pickup,Takeout,Smoothies",+1 (520) 744-4599,$,Tucson,US,United States Of America,AZ,7110 North Thornydale Road,85741,tucson,Arizona,AZ,32.3360523,-111.0463712,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,tucson/images/167164/Eegee_s_main.jpg,tucson/images/167164/Eegee_s_logo.jpg
tucson,Zinburger Wine & Burger Bar,629607,4.6,2,"Burgers,Bar and Grill,Pickup,Takeout",+1 (520) 299-7799,$$,Tucson,US,United States Of America,AZ,1865 East River Road,85718,tucson,Arizona,AZ,32.2877998,-110.9444233,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,tucson/images/629607/ZinburgerWine&BurgerBar_main.jpg,tucson/images/629607/ZinburgerWine&BurgerBar_logo.jpg
tucson,Jason's Deli,167218,4.6,1,"Salads,Healthy,Sandwich,Vegetarian,Sandwiches,Vegan,Lunch,Pickup,Takeout,Deli,Breakfast",+1 (520) 790-7000,$,Tucson,US,United States Of America,AZ,6061 East Broadway Boulevard,85711,tucson,Arizona,AZ,32.2223954,-110.8627934,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,tucson/images/167218/Jason_sDeli_main.jpg,tucson/images/167218/Jason_sDeli_logo.jpg
tucson,Papa Locos Tacos and Burgers,171099,4.7,3,"Mexican,Pickup,Takeout,Lunch,Sandwich,Breakfast",+1 (520) 663-3333,$,Tucson,US,United States Of America,AZ,8201 South Rita Road,85747,tucson,Arizona,AZ,32.1024048,-110.8005848,08:00-19:30,08:00-19:30,08:00-19:30,08:00-19:30,08:00-19:30,08:00-19:30,,tucson/images/171099/PapaLocosTacosandBurgers_main.jpg,tucson/images/171099/PapaLocosTacosandBurgers_logo.jpg
tucson,Dairy Queen,916965,4.3,1,"Cake Shop,Ice Cream & Frozen Yogurt,Ice Cream,Dessert,Fast Food,Chicken,Sandwich,Hot Dogs,Burgers",+1 (520) 887-4362,$,Tucson,US,United States Of America,AZ,5960 North Oracle Road,85704,tucson,Arizona,AZ,32.3153977,-110.9763254,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,tucson/images/916965/DairyQueen_main.jpg,tucson/images/916965/DairyQueen_logo.jpg
tucson,Kababeque Indian Grill,171048,4.8,2,"Indian,Pakistani,Pickup,Takeout",+1 (520) 388-4500,$,Tucson,US,United States Of America,AZ,845 East University Boulevard,85719,tucson,Arizona,AZ,32.2319918,-110.9584924,10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,tucson/images/171048/KababequeIndianGrill_main.jpg,tucson/images/171048/KababequeIndianGrill_logo.jpg
tucson,Dunkin',1219090,4.2,6,"Breakfast and Lunch,Coffee,Desserts,Donuts,Sandwiches,Sweets,Pickup",+1 (520) 526-2417,$$,Tucson,US,United States Of America,AZ,1066 West Grant Road,85705,tucson,Arizona,AZ,32.2503698,-110.9880843,05:00-17:30,05:00-17:30,05:00-17:30,05:00-17:30,05:00-17:30,05:00-17:30,06:00-17:30,tucson/images/1219090/Dunkin__main.jpg,tucson/images/1219090/Dunkin__logo.jpg
tucson,Cold Stone Creamery,189391,4.7,1,"Cupcakes,Ice Cream,Dessert",+1 (520) 795-7576,$$,Tucson,US,United States Of America,AZ,1927 East Speedway Boulevard,85719,tucson,Arizona,AZ,32.2365586,-110.942904,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:59,11:00-22:59,11:00-22:00,tucson/images/189391/ColdStoneCreamery_main.jpg,tucson/images/189391/ColdStoneCreamery_logo.jpg
tucson,RA Sushi,224025,4.6,2,"Sushi Bars,Asian,Healthy,Japanese,Asian Food,Sushi",+1 (520) 615-3970,$$,Tucson,US,United States Of America,AZ,2905 East Skyline Drive,85718,tucson,Arizona,AZ,32.325676,-110.928895,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,tucson/images/224025/RASushi_main.jpg,tucson/images/224025/RASushi_logo.jpg
tucson,Pita Jungle,207644,4.6,3,"American (New),Salads,Vegetarian,Mediterranean,Dessert,Gluten-Free,Vegan,Pizza,Burgers,Soup,Chicken,Seafood,Falafel,Greek,Healthy,Sandwiches,Pickup,Takeout",+1 (520) 797-7482,$$,Tucson,US,United States Of America,AZ,7090 North Oracle Road,85704,tucson,Arizona,AZ,32.335737,-110.975375,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-19:00,tucson/images/207644/PitaJungle_main.jpg,tucson/images/207644/PitaJungle_logo.jpg
tucson,Craft Republic,529969,4.5,9,"Chicken,Burgers,Sandwiches,Sandwich,American,Bar",+1 (520) 575-1980,$$,Tucson,US,United States Of America,AZ,7625 North La Cholla Boulevard,85741,tucson,Arizona,AZ,32.3443707,-111.013375,11:00-23:29,11:00-23:29,11:00-23:29,11:00-23:29,11:00-23:29,11:00-23:29,11:00-23:29,tucson/images/529969/CraftRepublic_main.jpg,tucson/images/529969/CraftRepublic_logo.jpg
tucson,Sonic Drive-In,200841,4.2,1,"Chicken,Dessert,Burgers,American (New),Dinner,Fast Food",+1 (520) 296-6262,$,Tucson,US,United States Of America,AZ,8000 East Golf Links Road,85730,tucson,Arizona,AZ,32.1913558,-110.8221718,08:00-21:30,08:00-21:30,08:00-21:30,08:00-21:30,08:00-21:30,08:00-21:30,08:00-21:30,tucson/images/200841/SonicDrive-In_main.jpg,tucson/images/200841/SonicDrive-In_logo.jpg
tucson,Calle Tepa,171686,4.6,2,"Pickup,Takeout,Mexican",+1 (520) 777-5962,$,Tucson,US,United States Of America,AZ,6151 East Broadway Boulevard,85711,tucson,Arizona,AZ,32.2220848,-110.8608528,11:00-19:45,11:00-19:45,11:00-20:45,11:00-20:45,11:00-20:45,11:00-20:45,11:00-19:45,tucson/images/171686/CalleTepa_main.jpg,tucson/images/171686/CalleTepa_logo.jpg
